,input_en,output_de,gt_de
919,An extreme cyclist stops to rest as the sun sets in the background.,"Ein extremer Radfahrer hält sich an der Sonne, im",Ein Extremradfahrer ruht sich aus während im Hintergrund die Sonne untergeht.
920,A woman is skying in a snowy area wearing warm clothing.,Eine Frau mit wärmen Kleidung macht Ski im verschneiten,Eine warm gekleidete Frau fährt in einem verschneiten Gebiet Ski.
921,Four girls and a lady learning how to do some crafts.,Vier Mädchen und eine Dame lernen sich die Handarbeiten zu eigen,Vier Mädchen und eine Frau lernen zu basteln.
922,A man wearing black and white stripes is trying to stop a horse.,"Ein Mann mit schwarz-weißer Streifung versucht,","Ein Mann in schwarz-weiß gestreifter Kleidung versucht, ein Pferd anzuhalten."
923,The gentleman is scanning the image that the woman in the blue shirt is providing him.,"Der Herr sieht sich das Bild, die Frau im blauen Hem","Der Herr scannt das Bild, das ihm die Frau im blauen Hemd zeigt."
924,A woman with red-hair is neck deep in cloudy blue water.,Eine Frau mit roten Haaren steht bis zum Hals im tr,Eine Frau mit roten Haaren steht bis zum Hals in trübem blauem Wasser.
925,Two young boys pose with a puppy for a family picture.,Zwei kleine Jungen posieren mit einem Hund für ein Familienfoto,Zwei kleine Jungen posieren mit einem Welpen für eine Familienfoto.
926,Four children practice karate while two adults watch.,"Vier Kinder üben Karate, zwei Erwachsene schauen zu.�",Vier Kinder üben Karate während zwei Erwachsene zusehen.
927,A man lounges on a red sofa in a furniture showroom.,Ein Mann liegt auf einem roten Sofa in einer Möbelhandlung.,Ein Mann liegt auf einem Sofa in einem Möbelhaus.
928,A group of people talking at tables.,Eine Gruppe von Personen sitzt an Tischen und unterhält sich,Eine Gruppe von Leuten unterhält sich an Tischen.
929,"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",Zwei Rennreiter bei Pferderennen mit einem blaugrü,"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund."
930,The red car is ahead of the two cars in the background.,Der rote Auto ist vor den beiden Autos im Hintergrund zu sehen,Das rote Auto fährt vor den beiden Autos im Hintergrund.
931,"A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.",Ein großer Bullen zielt auf einen Mann im Rodeo mit,"Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen."
932,A shirtless man walks toward a yellow kayak.,Ein Mann mit nacktem Oberkörper geht auf einen gelben,Ein Mann ohne Hemd geht zu einem gelben Kajak.
933,A boy at a gun range aims and shoots.,Ein Junge auf einer Schießanlage zielt und schoot,Ein Junge zielt und schießt auf einem Schießstand.
934,Two teams of boys playing football in the sand.,Zwei Mannschaften von Jungen spielen Football im Sand.[,Zwei Jugendteams spielen Football im Sand.
935,A child in blue and a child in white stand on a short concrete wall by a stream.,Ein Kind im blauen und ein Kind im weißen stehen auf einer,Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.
936,A woman draws a floral design on a clay pot.,Eine Frau malt ein Blumenmuster auf eine Tonvasen.,Eine Frau malt ein Blumenmuster auf einen Tontopf.
937,People are walking down a busy street in a foreign country.,Menschen gehen eine belebte Straße durch ein fremdes Land,Leute gehen auf einer belebten Straße in einem fremden Land.
938,A right-handed pitcher for the Saints is throwing a pitch.,Ein rechter Handschütze für die Saints wirft einen Ball,Ein rechtshändiger Pitcher der Saints wirft einen Ball.
939,"Two men, one in black and white and one in red, are playing beach volleyball.","Zwei Männer, einer schwarz-weiß und der andere rot,","Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball."
940,A man is standing in a boat holding some netting.,Ein Mann steht auf einem Boot und hält etwas Nett.,Ein Mann steht in einem Boot und flickt Netze.
941,A surfer who fell off his surfboard in the ocean while trying to ride a wave.,"Ein Surfer hat bei einem Versuch, auf eine Welle zu steigen","Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist."
942,A technician preparing a sample in the lab.,Ein Techniker bereitet eine Probe im Labor vor.�,Ein Techniker bereitet im Labor eine Probe vor.
943,Soccer players are jumping in the air to hit the ball with their heads.,Fußballspieler springen hoch um den Ball mit ihren Köpfen,"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen."
944,Two boys play soccer against each other.,,Zwei Jungen spielen gegeneinander Fußball.
945,An elderly person is crossing a street with an umbrella in their hands.,Eine ältere Person überquert die Straße mit einem Schirm,Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.
946,A group of runners are running towards two identical skyscrapers.,Eine Gruppe von Läufern läuft auf zwei identische Hoch,Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.
947,"A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.",Ein Skateboardfahrer geht eine Betonwand hoch und versucht dabei,"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen."
948,People playing a game in the pool.,"Menschen spielen ein Spiel im Pool.�
<unused64>assistant",Leute spielen ein Spiel im Pool.
949,A guy give a kiss to a guy also,Ein Typ gibt einem anderen Mann einen Kuss.�,Ein Typ küsst einen anderen Typ
950,A man signs an autograph in a young boy's book.,Ein Mann unterzeichnet ein Autograph auf einem Buch eines Jungen,Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.
951,A young man in a blue shirt grinds a rail on a skateboard in an urban area.,Ein junger Mann mit blauem Hemd schiebt einen Sch,Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.
952,An Asian man sits on the tracks with crates of peanuts.,Ein asiatischer Mann sitzt mit Kisten voller Erdn,Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.
953,"A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",Ein britischer Herr im vollen Militär-Uniform weicht mit,"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken."
954,Two cars are driving on a racetrack.,"Zwei Autos fahren auf einer Rennstrecke.�
�assistant",Zwei Autos fahren auf einer Rennstrecke.
955,A man in a black and white jersey is holding yellow ski poles and preparing to take off.,Ein Mann mit einem schwarz-weißen Trikot hält gel,Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.
956,Two people are laying down and kissing on a grassy lawn.,Zwei Leute liegen auf einer Wiese und küssen sich zue,Zwei Personen liegen auf einem Rasen und küssen sich.
957,A very young child in a denim baseball cap eats a green apple.,"Ein sehr kleines Kind mit einer Jeans-Baseballmütze,",Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.
958,The football players are running to get the ball.,"Die Footballspieler rennen, um den Ball zu erreichen.","Die Footballspieler laufen, um den Ball zu fangen."
959,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,Ein Mann mit schwarzer Jacke und kariertem Hut trägt,Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.
960,A man is leaping over a barrier away from a bull.,"Ein Mann springt über eine Barriere, um von einem",Ein Mann springt von einem Stier weg über eine Absperrung.
961,A woman in a blue shirt and white shorts playing tennis.,Eine Frau mit blauem Hemd und weißen Shorts spielt Tennis,Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.
962,A man is playing an interment in a concert,Ein Mann spielt bei einem Konzert auf einer Gitarre.<unused64>,Ein Mann spielt ein Intermezzo in einem Konzert.
963,A man is carrying a large load of metal beams on his shoulder through a lumberyard.,Ein Mann trägt auf seinem Schulter die großen Metalloberflächen,Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.
964,Woman with camera is throwing a Frisbee for her brown dog to catch.,Eine Frau mit einer Kamera wirft eine Frisbeescheibe für,Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.
965,There is an outline of a male and female observing a bonfire or other large burning wooden object.,Ein männliches und weibliches Motiv beobachten einen Feuer oder ein,"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten."
966,Two girls dipping their hands in a fountain as people walk by.,"Zwei Mädchen tauchen ihre Hände im Springbrunnen, während Menschen",Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.
967,"A wet, smiling child without a shirt poses with arms raised.",Ein nasser und lächelnder Kind mit freiem Ober,"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft."
968,"Two men, one wearing white and the other wearing blue, are wrestling.","Zwei Männer, einer in Weiß und der andere in Blau,","Zwei Männer, einer in Weiß und einer in Blau, ringen."
969,A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,Eine Frau im roten Bikini springt bei einem Volleyballspiel auf,"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen."
970,Orange striped kitten biting blond girl on the nose,Eine orangegestreifte Kätzchen beißt eine blonde,Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.
971,"A woman, wearing a yellow apron, is taking the lid off of a large pot.",Eine Frau mit einer gelben Schürze nimmt den Deckel eines,Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.
972,Two children cross a small brook using a stone bridge.,Zwei Kinder überqueren einen kleinen Bach auf einer Steinbrücke,Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.
973,Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.,Zwei afroamerikanische Frauen fahren auf einem Motorroller eine Straße entlang,"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet."
974,Two boys in front of a soda machine.,"Zwei Jungen vor einer Sodawasser producteur.<unused64>
<unused84>",Zwei Jungen vor einem Getränkeautomaten.
975,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike.",Ein schwarz gekleideter Radfahrer fährt mit seinem Mountainbike,Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.
976,A lady with tattoos is taking a picture of a painting with her smartphone.,Eine Dame mit Tätowierungen macht ein Foto von einem Gemälde,Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.
977,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.,Eine Frau mit größtenteils schwarzen Kleidung und weißem Helm fährt,Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.
978,A team of cyclists rounds a bend while nearby spectators cheer and take photographs.,Eine Mannschaft von Radfahrern rutscht eine Kurve,Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.
979,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",Vier Footballspieler in Schwarz greifen den Spieler des gegnerischen,Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.
980,A runner scrambles for yardage while being brought down by two tacklers.,"Ein Läufer kämpft, um Yard zu gewinnen und wird","Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird."
981,The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.,Der Basketballspieler im weißen Trikot mit der Nummer 5,Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.
982,A man is talking on a cellphone outside.,"Ein Mann telefoniert draußen mit seinem Handy.0
<unused64>",Ein Mann telefoniert im Freien mit dem Handy.
983,Professional baseball players during the All Star game watch an opponent at bat.,Profis während eines Baseball-Allstarspiels schauen einem,Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.
