de,en,predicted_de
"Der Herr scannt das Bild, das ihm die Frau im blauen Hemd zeigt.",The gentleman is scanning the image that the woman in the blue shirt is providing him.,"Der Herr liest Bild, das die Frau mit der blauen Scharfe"
Eine Frau mit roten Haaren steht bis zum Hals in trübem blauem Wasser.,A woman with red-hair is neck deep in cloudy blue water.,Eine Frau mit blauem Haar führt sich nach dem sch
Zwei kleine Jungen posieren mit einem Welpen für eine Familienfoto.,Two young boys pose with a puppy for a family picture.,"Zwei junge Mädchen mit einem Puppen führen, um e"
Vier Kinder üben Karate während zwei Erwachsene zusehen.,Four children practice karate while two adults watch.,"Vier Kinder spielen Karate, wie vier ältere Mäd"
Ein Mann liegt auf einem Sofa in einem Möbelhaus.,A man lounges on a red sofa in a furniture showroom.,Der Mann lässt sich im Raum eines roten Sofa's sitzen
Eine Gruppe von Leuten unterhält sich an Tischen.,A group of people talking at tables.,"Ein Gruppe von Menschen befindet sich in Tischern.
"
"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund.","Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.","Zwei Reiterjochköpfe, ein im Blau-Rot und Rot"
Das rote Auto fährt vor den beiden Autos im Hintergrund.,The red car is ahead of the two cars in the background.,Die rote Auto ist an der vier Kühlen im Schatten verloren
"Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen.","A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.","Eine große Bullen besitzt ein Mann, im Rausch mit i"
Ein Mann ohne Hemd geht zu einem gelben Kajak.,A shirtless man walks toward a yellow kayak.,Ein Tischler entfahnelt seit einem gelbigen Kayak zum
Ein Junge zielt und schießt auf einem Schießstand.,A boy at a gun range aims and shoots.,Ein Boy im Gebäude des Geräuschlagers aimiert und w
Zwei Jugendteams spielen Football im Sand.,Two teams of boys playing football in the sand.,"Sieben Kinder auf dem Strand spielen Fußball.
"
Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.,A child in blue and a child in white stand on a short concrete wall by a stream.,Eine Kinderin blau und einer Kinder in weißen Schilder sind
Eine Frau malt ein Blumenmuster auf einen Tontopf.,A woman draws a floral design on a clay pot.,Ein Frau fühlt eine Blumenstille in einem Kleidp
Leute gehen auf einer belebten Straße in einem fremden Land.,People are walking down a busy street in a foreign country.,"Sie schreiben eine Stadtflucht an, bei der gan"
Ein rechtshändiger Pitcher der Saints wirft einen Ball.,A right-handed pitcher for the Saints is throwing a pitch.,Der Rechtspieler für die Stadtfindel ist durchs
"Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.","Two men, one in black and white and one in red, are playing beach volleyball.","Zwei Manne, ein im Schwarz und weißer und ein im Rot ge"
Ein Mann steht in einem Boot und flickt Netze.,A man is standing in a boat holding some netting.,"Ein Mann standt im Bote mit einem Netz.
"
"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.",A surfer who fell off his surfboard in the ocean while trying to ride a wave.,"Ein Surferschiffer, die am Meer anzubauen, hat s"
Ein Techniker bereitet im Labor eine Probe vor.,A technician preparing a sample in the lab.,Ein Techniker befindet einen Sample im Laboratorium und kämpft ih
"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.",Soccer players are jumping in the air to hit the ball with their heads.,"Fußballspieler sprechen nach der Höhe, um das Spiel"
Zwei Jungen spielen gegeneinander Fußball.,Two boys play soccer against each other.,"Zwei Schüler spielen Fußball an der anderen.
"
Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,An elderly person is crossing a street with an umbrella in their hands.,Ein ältere Person entführt einen Stricker mit ihren
Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,A group of runners are running towards two identical skyscrapers.,"Ein Gruppe von Strömungen spielten, um zwei identisch be"
"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.","A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.","Ein Skateboarder steht um einem Kalkwesen, nur be"
Leute spielen ein Spiel im Pool.,People playing a game in the pool.,"Erster Spiele im Pool spielen Sie.
"
Ein Typ küsst einen anderen Typ,A guy give a kiss to a guy also,"Ein Mann gefuhlte einen Mann an dem anderen.
"
Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,A man signs an autograph in a young boy's book.,Ein Mann signiert eine Autorikat von einem jungen Jugend
Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,A young man in a blue shirt grinds a rail on a skateboard in an urban area.,Ein junges Mann mit einem Blauen T-Shirt kräftig
Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,An Asian man sits on the tracks with crates of peanuts.,Ein asiatischer Mann sitzt auf den Bahnbahnen mit Kran
"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.","A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.","Un alpinistes britannique, en robe de corps militaire complete, vient"
Zwei Autos fahren auf einer Rennstrecke.,Two cars are driving on a racetrack.,"Zwei Auto fahren im Rahmen einer Straße.
"
Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,A man in a black and white jersey is holding yellow ski poles and preparing to take off.,Der Mann mit dem Schwarz-weißen Jerseyschen hat ja einen grünen Sk
Zwei Personen liegen auf einem Rasen und küssen sich.,Two people are laying down and kissing on a grassy lawn.,Zwei Personen sind lieben und bekommen in einem Graslawn
Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,A very young child in a denim baseball cap eats a green apple.,"Ein kleines Kinder, bei denen einen grünen Apfel ver"
"Die Footballspieler laufen, um den Ball zu fangen.",The football players are running to get the ball.,"Fußballschützen spielen mit den Spieler um, die Ball gehen"
Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,Ein Mann im schwarzen Jacket und einem Hautkopf mit schwarzes
Ein Mann springt von einem Stier weg über eine Absperrung.,A man is leaping over a barrier away from a bull.,"Ein Mann spielt um einem Hundebrett, die an der Grenze"
Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,A woman in a blue shirt and white shorts playing tennis.,Der Frau mit der blauen Schutzkurt und weißem Leggings
Ein Mann spielt ein Intermezzo in einem Konzert.,A man is playing an interment in a concert,"Ein Mann spielt einen Konzert.
"
Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,A man is carrying a large load of metal beams on his shoulder through a lumberyard.,Ein Mann läuft eine große Gabel von Metallbeematen a
Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,Woman with camera is throwing a Frisbee for her brown dog to catch.,Frau mit Bildschirm trägt eine Frischkette für seinen
"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.",There is an outline of a male and female observing a bonfire or other large burning wooden object.,"Es wird ein Bild von einem Mann und einer Frau beobachtet,"
Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.,Two girls dipping their hands in a fountain as people walk by.,"Zwei Schwestern danken ihren Händen im Fluß, wie"
"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft.","A wet, smiling child without a shirt poses with arms raised.",Ein kleines Wetter mit einem grünen Tisch mit armen Hä
"Zwei Männer, einer in Weiß und einer in Blau, ringen.","Two men, one wearing white and the other wearing blue, are wrestling.","Zwei Mannen, ein in Weiß und dessen anderen im Blau, s"
"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen.",A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,"Ein Frau in einem roten Bikini schreibt, um einen Ball"
Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.,Orange striped kitten biting blond girl on the nose,Der orange-stripen Katze bitte ein blonde Mädchen auf ih
Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.,"A woman, wearing a yellow apron, is taking the lid off of a large pot.","Eine Frau, mit einem grünen Apfel-Abkuhl in"
Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.,Two children cross a small brook using a stone bridge.,"Zwei Kinder tragen eine kleine Brücke, um zu reisen"
"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet.",Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.,Zwei Afrikanischer Frauen rissen um einemMotorrad im stä
Zwei Jungen vor einem Getränkeautomaten.,Two boys in front of a soda machine.,"Zwei Kinder im Front von einem Sausen-Maschin.
"
Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike.",Bicyllereisende schwarzer und rode nach einem Durchschl
Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.,A lady with tattoos is taking a picture of a painting with her smartphone.,Die Frau mit Tattoos bekommt einen Bild von der Malerei mit i
Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.,In einer von vielen Blaue und weißem Schuh gefä
Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.,A team of cyclists rounds a bend while nearby spectators cheer and take photographs.,"Eine Team der Radfahrer entfernt einen Bogen, bei sich"
Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",Vier Fußballspieler aus Schwarz spielen mit dem anderen Fuß
"Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird.",A runner scrambles for yardage while being brought down by two tacklers.,"Ein Fussballer spielt einen Stadt aus, um Ziel"
Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.,The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.,Der Basketballer im schwarzen Teufel mit der Nr.55 auf dem Un
Ein Mann telefoniert im Freien mit dem Handy.,A man is talking on a cellphone outside.,"Ein Mann trägt einen Cell-Phone im Garten an.
"
Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.,Professional baseball players during the All Star game watch an opponent at bat.,Die Ärzte im All-Star-Pokal spielen einen Opp
Ein Offroad-Biker fährt im Herbst durch eine steile Kurve.,Dirt biker makes a sloping turn in a forest during the fall.,Ein Motorradfahrer entdeckt einen süßen und angeneh
"3 Basketballspieler kämpfen um den Ball, einer in einem roten Trikot versucht, einem in einem weißen Trikot den Ball wegzunehmen.",3 basketball players vying for the ball and one in red jersey trying to take ball from guy in white jersey.,"Drei Basketball-Playerinnen, die auf dem Ball verschwunden s"
Ein Junge greift sich ans Bein während er in die Luft springt.,A boy grabs his leg as he jumps in the air.,"Ein Kind grabt seine Leber, als er sich auf dem Himm"
Zwei Kinder in gestreiften Sweatern und schwarzen Hosen rangeln im Freien neben einem Spielplatz.,Two children wearing striped sweaters and black pants tussle outdoors near a play set.,"Zwei Kinder, die in einem schwarzen Schuhe und einige grü"
Ein Mann mit Sonnenbrille fährt auf einem Roller.,A man wearing sunglasses is riding a scooter.,"Ein Mann mit Schüsseln schläft im Fahrrad.
"
Ein kleiner Junge in Baseballmontur holt mit einem Schläger hinter seinem Kopf in Richtung eines vor ihm montierten Baseballs aus.,A small boy wearing baseball regalia holds a bat behind his head with a baseball mounted in front of him.,"Ein kleines Künstler, die Baseball-Regalierung verw"
