de,en,predicted_en
Vier Mädchen und eine Frau lernen zu basteln.,Four girls and a lady learning how to do some crafts.,Four girls and a woman are learning how to make bracelets.
"Ein Mann in schwarz-weiß gestreifter Kleidung versucht, ein Pferd anzuhalten.",A man wearing black and white stripes is trying to stop a horse.,A man wearing a black and white striped outfit is attempting to ride a horse.
"Der Herr scannt das Bild, das ihm die Frau im blauen Hemd zeigt.",The gentleman is scanning the image that the woman in the blue shirt is providing him.,The gentleman is looking at the picture that shes pointing out in her blue shirt.Question
Eine Frau mit roten Haaren steht bis zum Hals in trübem blauem Wasser.,A woman with red-hair is neck deep in cloudy blue water.,"A woman with red hair stands up, feet through the water waist deep and blue.Question"
Zwei kleine Jungen posieren mit einem Welpen für eine Familienfoto.,Two young boys pose with a puppy for a family picture.,Two young boys posing with a puppy for family photos.
Vier Kinder üben Karate während zwei Erwachsene zusehen.,Four children practice karate while two adults watch.,Four children practicing karate while two adults watch on.Your task Rewrite
Ein Mann liegt auf einem Sofa in einem Möbelhaus.,A man lounges on a red sofa in a furniture showroom.,A man is laying on a sofa inside of furniture store.
Eine Gruppe von Leuten unterhält sich an Tischen.,A group of people talking at tables.,A group of people are talking at tables. Exercise 2 Translate German to
"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund.","Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.","Two jockeys, one wearing a red and blue karate suit and the other wearing orange with"
Das rote Auto fährt vor den beiden Autos im Hintergrund.,The red car is ahead of the two cars in the background.,The red car is driving in front of the two cars in the background.Your task
"Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen.","A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.",A large bull is attempting to get the ear of man at a rodeo while a clown runs towards
Ein Mann ohne Hemd geht zu einem gelben Kajak.,A shirtless man walks toward a yellow kayak.,A man without a shirt is walking towards a yellow kayak.User Can you tell me
Ein Junge zielt und schießt auf einem Schießstand.,A boy at a gun range aims and shoots.,A boy is shooting at the target on an air gun stand.
Zwei Jugendteams spielen Football im Sand.,Two teams of boys playing football in the sand.,Two youth football teams play in the sand.
Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.,A child in blue and a child in white stand on a short concrete wall by a stream.,A child wearing blue and another child wearing white are standing on an uneven concrete barrier next to a river
Eine Frau malt ein Blumenmuster auf einen Tontopf.,A woman draws a floral design on a clay pot.,A woman painting flower patterns on a tabletop.
Leute gehen auf einer belebten Straße in einem fremden Land.,People are walking down a busy street in a foreign country.,People are walking on a busy street in an unfamiliar country.Input Ein Mann mit e
Ein rechtshändiger Pitcher der Saints wirft einen Ball.,A right-handed pitcher for the Saints is throwing a pitch.,Righthanded pitcher for the saints throwing a ball.Input A left handed pitcher throws a
"Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.","Two men, one in black and white and one in red, are playing beach volleyball.",Two men are playing beach volleyball one is wearing black and white while the other is red.
Ein Mann steht in einem Boot und flickt Netze.,A man is standing in a boat holding some netting.,A man is standing on a boat and fishing nets.Your task Rewrite
"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.",A surfer who fell off his surfboard in the ocean while trying to ride a wave.,A surfer falling off his board while trying to ride a wave in the ocean. 
Ein Techniker bereitet im Labor eine Probe vor.,A technician preparing a sample in the lab.,A technician is setting up a probe in the lab.
"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.",Soccer players are jumping in the air to hit the ball with their heads.,Soccer players jumping into the air to touch the ball with their head.Input Ein Mann
Zwei Jungen spielen gegeneinander Fußball.,Two boys play soccer against each other.,Two boys are playing soccer together.
Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,An elderly person is crossing a street with an umbrella in their hands.,An older person walking down the street with an umbrella.
Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,A group of runners are running towards two identical skyscrapers.,A group of walkers are walking on two identical treadmills.
"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.","A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.",A skateboarding rider is going up a concrete wall attempting a trick and falling down below the attempt.
Leute spielen ein Spiel im Pool.,People playing a game in the pool.,People playing a game in the pool.
Ein Typ küsst einen anderen Typ,A guy give a kiss to a guy also,A guy kissing another guy in front of a store window.
Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,A man signs an autograph in a young boy's book.,A man is writing a letter to a young boy in a book.Input Zwei M
Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,A young man in a blue shirt grinds a rail on a skateboard in an urban area.,A young man wearing a blue shirt is riding down a railing in an urban area.
Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,An Asian man sits on the tracks with crates of peanuts.,An Asian man sitting on the street with bags of groceries.
"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.","A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",A British gentleman dressed in full military uniform is waving with his hat at people sitting and looking down on
Zwei Autos fahren auf einer Rennstrecke.,Two cars are driving on a racetrack.,Two cars are racing on the track.
Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,A man in a black and white jersey is holding yellow ski poles and preparing to take off.,A man wearing a black and white trikot is holding yellow ski poles getting ready for the start
Zwei Personen liegen auf einem Rasen und küssen sich.,Two people are laying down and kissing on a grassy lawn.,Two people are kissing while lying on grass.
Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,A very young child in a denim baseball cap eats a green apple.,A very young child wearing a denim cap eating a green apple.
"Die Footballspieler laufen, um den Ball zu fangen.",The football players are running to get the ball.,The football players are running for the ball.Input Eine Frau in einem we
Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,"A man with a plaid hat and black jacket, wearing black and white striped pants is playing an"
Ein Mann springt von einem Stier weg über eine Absperrung.,A man is leaping over a barrier away from a bull.,A man jumps off of a horse over an obstacle. Exercise 2 Translate
Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,A woman in a blue shirt and white shorts playing tennis.,A woman wearing a blue shirt and white shorts is playing tennis.Question What sport does the
Ein Mann spielt ein Intermezzo in einem Konzert.,A man is playing an interment in a concert,A man plays a solo during the intermission of a concert.User Can you tell me
Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,A man is carrying a large load of metal beams on his shoulder through a lumberyard.,A man carrying a large load of metal bars on his shoulder through a wooded area.User
Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,Woman with camera is throwing a Frisbee for her brown dog to catch.,Woman with camera throwing her brown dog a frisbee for him to catch.Input E
"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.",There is an outline of a male and female observing a bonfire or other large burning wooden object.,The silhouette of a man and woman watching large bonfires or other large burning wooden structures.
