de,en,predicted_en
Zwei kleine Jungen posieren mit einem Welpen für eine Familienfoto.,Two young boys pose with a puppy for a family picture.,Two young boys pose with a puppy for a family picture.
Vier Kinder üben Karate während zwei Erwachsene zusehen.,Four children practice karate while two adults watch.,Four children practicing karate while two adults watch on.
Ein Mann liegt auf einem Sofa in einem Möbelhaus.,A man lounges on a red sofa in a furniture showroom.,A man is laying on the sofa inside of a furniture store.
Eine Gruppe von Leuten unterhält sich an Tischen.,A group of people talking at tables.,A group of people are talking at tables.
"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund.","Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.","Two jockeys, one wearing a red and blue karate suit while the other is orange with"
Das rote Auto fährt vor den beiden Autos im Hintergrund.,The red car is ahead of the two cars in the background.,The red car is driving in front of the two cars behind it.
"Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen.","A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.",A large bull is trying to grab a mans ears during a rodeo while a clown runs around
Ein Mann ohne Hemd geht zu einem gelben Kajak.,A shirtless man walks toward a yellow kayak.,A man without a shirt is walking towards a yellow kayak.
Ein Junge zielt und schießt auf einem Schießstand.,A boy at a gun range aims and shoots.,A boy is aiming and shooting at an archery target.
Zwei Jugendteams spielen Football im Sand.,Two teams of boys playing football in the sand.,Two youth football teams are playing in the sand.Your task Rewrite
Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.,A child in blue and a child in white stand on a short concrete wall by a stream.,A child wearing blue and another child wearing white stand on a low concrete wall near a river.
Eine Frau malt ein Blumenmuster auf einen Tontopf.,A woman draws a floral design on a clay pot.,A woman is painting flower patterns on the top of a pot.
Leute gehen auf einer belebten Straße in einem fremden Land.,People are walking down a busy street in a foreign country.,People walking on busy road of foreign land.
Ein rechtshändiger Pitcher der Saints wirft einen Ball.,A right-handed pitcher for the Saints is throwing a pitch.,A righthanded pitcher for the saints is throwing a ball.Follow up question What team
"Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.","Two men, one in black and white and one in red, are playing beach volleyball.",Two men are playing beach volleyball one is wearing black and white while the other wears red.
Ein Mann steht in einem Boot und flickt Netze.,A man is standing in a boat holding some netting.,A man is standing on a boat and flipping nets.
"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.",A surfer who fell off his surfboard in the ocean while trying to ride a wave.,A surfer attempting to ride a wave from his board in the ocean.Exercise 1
Ein Techniker bereitet im Labor eine Probe vor.,A technician preparing a sample in the lab.,A technician is preparing a probe for use in the lab.Explanation The sentence
"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.",Soccer players are jumping in the air to hit the ball with their heads.,Soccer players are jumping into the air to make contact with a ball on top of their head.
Zwei Jungen spielen gegeneinander Fußball.,Two boys play soccer against each other.,Two boys are playing soccer together.
Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,An elderly person is crossing a street with an umbrella in their hands.,An elderly person is crossing the street with an umbrella.
Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,A group of runners are running towards two identical skyscrapers.,A group of people are walking on two identical tire ruts.
"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.","A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.",A skateboarder is going up a concrete wall trying to do a trick and falling back down.
Leute spielen ein Spiel im Pool.,People playing a game in the pool.,People play a game in the pool.
Ein Typ küsst einen anderen Typ,A guy give a kiss to a guy also,A guy is kissing another guy.
Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,A man signs an autograph in a young boy's book.,A man is writing a little boys autograph into his book.
Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,A young man in a blue shirt grinds a rail on a skateboard in an urban area.,A young man wearing a blue shirt is riding on a railing over an urban area.Output
Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,An Asian man sits on the tracks with crates of peanuts.,An Asian man sitting on the street with baskets of eggs in them.endof
"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.","A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",A British gentleman dressed in full military uniform waving at people sitting and looking out on the canal behind him
Zwei Autos fahren auf einer Rennstrecke.,Two cars are driving on a racetrack.,Two cars are racing on a racetrack.
Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,A man in a black and white jersey is holding yellow ski poles and preparing to take off.,A man wearing black and white triket is holding yellow skis getting ready for the start of his
Zwei Personen liegen auf einem Rasen und küssen sich.,Two people are laying down and kissing on a grassy lawn.,Two people are kissing while laying on some grass in front of me.Your task
Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,A very young child in a denim baseball cap eats a green apple.,A very young child with a denim cap eating a green apple.
"Die Footballspieler laufen, um den Ball zu fangen.",The football players are running to get the ball.,The football players are running after the ball.Exercise Translate German to English.
Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,"A man with a plaid hat, black jacket and patterned pants on stage playing an electric guitar"
Ein Mann springt von einem Stier weg über eine Absperrung.,A man is leaping over a barrier away from a bull.,A man jumping over a fence with an animal in front of him.
Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,A woman in a blue shirt and white shorts playing tennis.,A woman wearing a blue shirt and white shorts is playing tennis.
Ein Mann spielt ein Intermezzo in einem Konzert.,A man is playing an interment in a concert,A man is playing an interlude at a concert.Your task Rewrite
Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,A man is carrying a large load of metal beams on his shoulder through a lumberyard.,A man is wearing large amounts of metal on his shoulder through an industrial warehouse.Your
Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,Woman with camera is throwing a Frisbee for her brown dog to catch.,Woman with camera is throwing her brown dog a frisbee in the air.Fris
"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.",There is an outline of a male and female observing a bonfire or other large burning wooden object.,The silhouettes of a man and woman watching a large bonfire or another large fire burning wood logs
Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.,Two girls dipping their hands in a fountain as people walk by.,Two girls are washing their hands inside a water fountain while people walk by outside of it.
"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft.","A wet, smiling child without a shirt poses with arms raised.",A wet and smiling child without a shirt is posing with his arm up in the air.Output
"Zwei Männer, einer in Weiß und einer in Blau, ringen.","Two men, one wearing white and the other wearing blue, are wrestling.",Two men are wrestling one is white and the other blue.Exercise Translate German
"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen.",A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,A woman wearing a red bikini jumps up on the beach volleyball court aiming for a ball.
