,input_de,output_en,gt_en
938,Ein rechtshändiger Pitcher der Saints wirft einen Ball.,A righthanded pitcher for the Saints throws a ball.,A right-handed pitcher for the Saints is throwing a pitch.
939,"Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.",Two men play beach volleyball with one in black and white and,"Two men, one in black and white and one in red, are playing beach volleyball."
940,Ein Mann steht in einem Boot und flickt Netze.,A man is standing on a boat and sweeping nets.unused,A man is standing in a boat holding some netting.
941,"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.",A surfer who fell off his board while attempting to ride a,A surfer who fell off his surfboard in the ocean while trying to ride a wave.
942,Ein Techniker bereitet im Labor eine Probe vor.,A technician is preparing a sample in the lab.,A technician preparing a sample in the lab.
943,"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.",Football players jumping in the air to catch the ball with their,Soccer players are jumping in the air to hit the ball with their heads.
944,Zwei Jungen spielen gegeneinander Fußball.,Two boys are playing soccer against each other.unused,Two boys play soccer against each other.
945,Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,An older person crosses the street with an umbrella in her hand,An elderly person is crossing a street with an umbrella in their hands.
946,Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,A group of runners are running on top of two identical skyscrapers,A group of runners are running towards two identical skyscrapers.
947,"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.",A skateboarder is riding a concrete wall and about to fall,"A skateboarder rides up a concrete wall, nearly falling off as he tries a trick."
948,Leute spielen ein Spiel im Pool.,People are playing a game in the pool.E,People playing a game in the pool.
949,Ein Typ küsst einen anderen Typ,A,A guy give a kiss to a guy also
950,Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,A man writes autographs for a little boy inside a book,A man signs an autograph in a young boy's book.
951,Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,A young man wearing a blue shirt is riding a bike over,A young man in a blue shirt grinds a rail on a skateboard in an urban area.
952,Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,An asian man sits on the street with crates of peanuts.,An Asian man sits on the tracks with crates of peanuts.
953,"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.",A British gentleman with full military uniform waving at people sitting and,"A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway."
954,Zwei Autos fahren auf einer Rennstrecke.,Two cars are racing on a race track.unused,Two cars are driving on a racetrack.
955,Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,A man wearing a black and white jersey holds yellow ski poles,A man in a black and white jersey is holding yellow ski poles and preparing to take off.
956,Zwei Personen liegen auf einem Rasen und küssen sich.,Two people are lying on a lawn kissing each other.unused,Two people are laying down and kissing on a grassy lawn.
957,Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,A very small kid wearing a jean hat eating a green apple,A very young child in a denim baseball cap eats a green apple.
958,"Die Footballspieler laufen, um den Ball zu fangen.",The football players are running to catch the ball.,The football players are running to get the ball.
959,Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,A man with a checkered hat in a black jacket and striped,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.
960,Ein Mann springt von einem Stier weg über eine Absperrung.,A man jumps off a bull over an obstacle. afford,A man is leaping over a barrier away from a bull.
961,Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,A woman wearing a blue shirt and white shorts is playing tennis,A woman in a blue shirt and white shorts playing tennis.
962,Ein Mann spielt ein Intermezzo in einem Konzert.,A man is playing an interlude at a concert.,A man is playing an interment in a concert
963,Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,A man is carrying a large load of metal sticks on his,A man is carrying a large load of metal beams on his shoulder through a lumberyard.
964,Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,Woman with camera throws frisbee to her brown dog for catching,Woman with camera is throwing a Frisbee for her brown dog to catch.
965,"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.",A silhouette of a man and woman looking at a large bonfire,There is an outline of a male and female observing a bonfire or other large burning wooden object.
966,Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.,Two girls are dipping their hands into a fountain while people walk,Two girls dipping their hands in a fountain as people walk by.
967,"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft.",A wet and smiling child with no shirt poses his arms in,"A wet, smiling child without a shirt poses with arms raised."
968,"Zwei Männer, einer in Weiß und einer in Blau, ringen.","Two men are wrestling, one is wearing white and the other","Two men, one wearing white and the other wearing blue, are wrestling."
969,"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen.",A woman in a red bikini jumps for a volleyball on the,A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.
970,Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.,Baby kittens with orange stripes biting blond girl in the nose.,Orange striped kitten biting blond girl on the nose
971,Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.,A woman wearing a yellow apron takes off the lid of a,"A woman, wearing a yellow apron, is taking the lid off of a large pot."
972,Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.,Two children cross a small creek over a stone bridge.,Two children cross a small brook using a stone bridge.
973,"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet.",Two AfricanAmerican women are riding a moped on a,Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.
974,Zwei Jungen vor einem Getränkeautomaten.,Two boys in front of a vending machine.unused,Two boys in front of a soda machine.
975,Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.,Cyclists wearing black are riding a mountain bike down an un,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike."
976,Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.,A woman with tattoos taking a picture of a painting on her,A lady with tattoos is taking a picture of a painting with her smartphone.
977,Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.,A predominantly black woman wearing a white helmet is riding a bike,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.
978,Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.,A team of cyclists are riding around a curve while spectators nearby,A team of cyclists rounds a bend while nearby spectators cheer and take photographs.
979,Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.,Four football players wearing black tackle a player of the opposing team,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining."
980,"Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird.",A runner is trying to get extra yards while getting tackled by,A runner scrambles for yardage while being brought down by two tacklers.
981,Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.,The basketball player in the white jersey with the number ,The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.
982,Ein Mann telefoniert im Freien mit dem Handy.,A man is talking on his cell phone outside.unused,A man is talking on a cellphone outside.
983,Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.,Professional baseball players watch a opposing batter during the all star game,Professional baseball players during the All Star game watch an opponent at bat.
984,Ein Offroad-Biker fährt im Herbst durch eine steile Kurve.,An off road biker is riding down a steep turn in the,Dirt biker makes a sloping turn in a forest during the fall.
985,"3 Basketballspieler kämpfen um den Ball, einer in einem roten Trikot versucht, einem in einem weißen Trikot den Ball wegzunehmen.", basketball players fight for the ball while one in a,3 basketball players vying for the ball and one in red jersey trying to take ball from guy in white jersey.
