de,en,predicted_en
"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.",Soccer players are jumping in the air to hit the ball with their heads.,Footballers jump into the air trying to catch the ball with their head.
Zwei Jungen spielen gegeneinander Fußball.,Two boys play soccer against each other.,Two boys playing soccer together.
Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,An elderly person is crossing a street with an umbrella in their hands.,An elderly person is sweeping the street with a broomstick.
Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,A group of runners are running towards two identical skyscrapers.,A group of people are walking on two identical umbrellas in the rain.
"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.","A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.",A skateboard rider is riding a wooden ramp and doing tricks in the air.
Leute spielen ein Spiel im Pool.,People playing a game in the pool.,People are playing pool in a game.
Ein Typ küsst einen anderen Typ,A guy give a kiss to a guy also,A typist is typing on another persons computer keyboard.
Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,A man signs an autograph in a young boy's book.,A man is writing a small boys autograph in a book.
Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,A young man in a blue shirt grinds a rail on a skateboard in an urban area.,A young boy wearing a blue shirt is riding his bike on the sidewalk across from a store.
Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,An Asian man sits on the tracks with crates of peanuts.,An Asian man is sitting on the sidewalk eating vegetables from his cart.
"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.","A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",A British gentleman wearing full military uniform waving at his soldiers who are sitting on the ground and looking across
Zwei Autos fahren auf einer Rennstrecke.,Two cars are driving on a racetrack.,Two cars race on a racetrack.
Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,A man in a black and white jersey is holding yellow ski poles and preparing to take off.,"A man wearing black and white trikes holds yellow skis, preparing for takeoff."
Zwei Personen liegen auf einem Rasen und küssen sich.,Two people are laying down and kissing on a grassy lawn.,Two people are lying on the grass and kissing each other.
Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,A very young child in a denim baseball cap eats a green apple.,A very little boy with a jeans vest eating an apple in green color.
"Die Footballspieler laufen, um den Ball zu fangen.",The football players are running to get the ball.,The football players are running in order to get the ball.
Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,A man wearing a black hat and striped shirt playing guitar on stage with another singer and guitarist behind him
Ein Mann springt von einem Stier weg über eine Absperrung.,A man is leaping over a barrier away from a bull.,A man jumps over a fence while on horseback.
Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,A woman in a blue shirt and white shorts playing tennis.,A woman wearing a blue shirt and white shorts is playing tennis.
Ein Mann spielt ein Intermezzo in einem Konzert.,A man is playing an interment in a concert,A man is playing an interlude at a concert.
Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,A man is carrying a large load of metal beams on his shoulder through a lumberyard.,A man is carrying a large load of metal bars across his back using an overhead hoist.
Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,Woman with camera is throwing a Frisbee for her brown dog to catch.,Woman with camera is filming her brown dog catching a frisbee in the air.
"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.",There is an outline of a male and female observing a bonfire or other large burning wooden object.,The silhouette of a man with woman holding large bonfires or another big fire burning wood on an open
Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.,Two girls dipping their hands in a fountain as people walk by.,Two girls are washing their hands at a fountain while people walk by around them.
"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft.","A wet, smiling child without a shirt poses with arms raised.",A happy child without a shirt is posing with his arms outstretched into the air.
"Zwei Männer, einer in Weiß und einer in Blau, ringen.","Two men, one wearing white and the other wearing blue, are wrestling.",Two men are ringing bells one white and the other blue.
"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen.",A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,A woman wearing a red bikini jumps high while playing volleyball on the beach.Instruct Translate
Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.,Orange striped kitten biting blond girl on the nose,Kids with orange backpacks are feeding blond girls their noses.
Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.,"A woman, wearing a yellow apron, is taking the lid off of a large pot.",A woman wearing a yellow shirt is reaching for the top of a large bucket.
Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.,Two children cross a small brook using a stone bridge.,Two children are crossing a small bridge over a stream.
"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet.",Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.,Two African American women riding on a moped down a city street with buildings around it.
Zwei Jungen vor einem Getränkeautomaten.,Two boys in front of a soda machine.,Two young boys in front of a coffee machine.
Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike.",Cyclists wearing black helmets riding on an unpaved trail of mountainbikes down the side of a
Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.,A lady with tattoos is taking a picture of a painting with her smartphone.,A woman with tattoos is taking a picture of an art piece using her phone camera.Instruct
Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.,A very black and white woman with a white helmet is riding her bike past some trees in the background
Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.,A team of cyclists rounds a bend while nearby spectators cheer and take photographs.,A team of cyclists ride around a curve while laughing and taking pictures with each other by the side.
Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",Four football players are tackling a player of the opposing team wearing white while playing under rain.
"Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird.",A runner scrambles for yardage while being brought down by two tacklers.,A runner is trying to make an extra yard while two tacklers are on the ground.
Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.,The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.,The basketball player in the white tricolor with number 55 is beating the other players on the black
Ein Mann telefoniert im Freien mit dem Handy.,A man is talking on a cellphone outside.,A man talking on the phone in a park with his hands free.
Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.,Professional baseball players during the All Star game watch an opponent at bat.,Professional baseball players take on a rival batter in the All Star game.
