en,de,ende
"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.","Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund.","Zwei Pferd-Rennfahrer, einer in blau und rot gekleidet und der andere in orange und braun, rennen gegen einen verschwommenen Hintergrund."
The red car is ahead of the two cars in the background.,Das rote Auto fährt vor den beiden Autos im Hintergrund.,Das rote Auto ist vor den beiden Autos im Hintergrund.
"A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.","Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen.","Ein großer Stier zielt auf einen Mann, wenige Zentimeter entfernt, in einem Rodeo mit seinen Hörnern, während ein Rodeo Clown zu helfen läuft."
A shirtless man walks toward a yellow kayak.,Ein Mann ohne Hemd geht zu einem gelben Kajak.,Ein Shirtloser Mann geht zu einem gelben Kajak.
A boy at a gun range aims and shoots.,Ein Junge zielt und schießt auf einem Schießstand.,Ein Junge auf einem Schusswerfer zielt und schießt.
Two teams of boys playing football in the sand.,Zwei Jugendteams spielen Football im Sand.,Zwei Mannschaften von Jungen spielen Fußball im Sand.
A child in blue and a child in white stand on a short concrete wall by a stream.,Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.,Ein Kind in blau und ein Kind in weiß stehen auf einer kurzen Betonwand an einem Bach.
A woman draws a floral design on a clay pot.,Eine Frau malt ein Blumenmuster auf einen Tontopf.,Eine Frau zeichnet ein Blumendesign auf einem Tontopf.
People are walking down a busy street in a foreign country.,Leute gehen auf einer belebten Straße in einem fremden Land.,Menschen gehen in einer belebten Straße in einem fremden Land.
A right-handed pitcher for the Saints is throwing a pitch.,Ein rechtshändiger Pitcher der Saints wirft einen Ball.,Ein rechtshandiges Pitcher für die Heiligen schlägt ein Pitch.
"Two men, one in black and white and one in red, are playing beach volleyball.","Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.","Zwei Männer, einer in schwarz und weiß und einer in rot, spielen Beachvolleyball."
A man is standing in a boat holding some netting.,Ein Mann steht in einem Boot und flickt Netze.,Ein Mann steht in einem Boot und hält einige Netzen.
A surfer who fell off his surfboard in the ocean while trying to ride a wave.,"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.","Ein Surfer, der von seinem Surfbrett in den Ozean fiel, während er versuchte, eine Welle zu reiten."
A technician preparing a sample in the lab.,Ein Techniker bereitet im Labor eine Probe vor.,Ein Techniker bereitet eine Probe im Labor vor.
Soccer players are jumping in the air to hit the ball with their heads.,"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.","Fußballspieler springen in die Luft, um den Ball mit ihren Köpfen zu treffen."
Two boys play soccer against each other.,Zwei Jungen spielen gegeneinander Fußball.,Zwei Jungs spielen Fußball gegeneinander.
An elderly person is crossing a street with an umbrella in their hands.,Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,Ein älterer Mensch überquert eine Straße mit einem Regenschirm in den Händen.
A group of runners are running towards two identical skyscrapers.,Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,Eine Gruppe von Läufern läuft in Richtung zwei identische Wolkenkratzer.
"A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.","Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.","Ein Skateboarder fährt auf eine Betonwand, beinahe fällt er ab, als er einen Trick versucht."
People playing a game in the pool.,Leute spielen ein Spiel im Pool.,Leute spielen ein Spiel im Pool.
A guy give a kiss to a guy also,Ein Typ küsst einen anderen Typ,Ein Mann gibt einen Kuss zu einem Mann auch
A man signs an autograph in a young boy's book.,Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,Ein Mann unterschreibt ein Autogramm im Buch eines jungen Jungen.
A young man in a blue shirt grinds a rail on a skateboard in an urban area.,Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,Ein junger Mann in blauem Hemd schleift eine Schiene auf einem Skateboard in einer Stadt.
An Asian man sits on the tracks with crates of peanuts.,Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,Ein asiatischer Mann sitzt auf den Gleisen mit Kiefernkisten.
"A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.","Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.","Ein britischer Herr, in vollem Militäruniform gekleidet, winkt seinen Hut mit einem Hintergrund von Leuten, die sich zurück sitzen und auf die Wasserstraße schauen."
Two cars are driving on a racetrack.,Zwei Autos fahren auf einer Rennstrecke.,Zwei Autos fahren auf einer Rennstrecke.
A man in a black and white jersey is holding yellow ski poles and preparing to take off.,Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,Ein Mann in schwarz-weißem Trikot hält gelbe Skistangen und bereitet sich auf den Start vor.
Two people are laying down and kissing on a grassy lawn.,Zwei Personen liegen auf einem Rasen und küssen sich.,Zwei Leute liegen und küssen sich auf einem grasigen Rasen.
A very young child in a denim baseball cap eats a green apple.,Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,Ein sehr junges Kind in einem Denim-Basisball-Cap eßt ein grünes Apfel.
The football players are running to get the ball.,"Die Footballspieler laufen, um den Ball zu fangen.","Die Fußballspieler laufen, um den Ball zu bekommen."
A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,Ein Mann in schwarzer Jacke und Jacke mit schwarzen und weißen Streifen Hosen spielt eine elektrische Gitarre auf der Bühne mit einem Sänger und einem anderen Gitarrenspieler im Hintergrund.
A man is leaping over a barrier away from a bull.,Ein Mann springt von einem Stier weg über eine Absperrung.,Ein Mann springt über eine Barriere weg von einem Stier.
A woman in a blue shirt and white shorts playing tennis.,Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,Eine Frau in einem blauen Hemd und weißen Shorts spielt Tennis.
A man is playing an interment in a concert,Ein Mann spielt ein Intermezzo in einem Konzert.,Ein Mann spielt in einem Konzert ein Interment
A man is carrying a large load of metal beams on his shoulder through a lumberyard.,Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,Ein Mann trägt eine große Menge Metallbalken auf seiner Schulter durch einen Holzgarten.
Woman with camera is throwing a Frisbee for her brown dog to catch.,Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,Eine Frau mit Kamera schlägt einen Frisbee für ihren braunen Hund zu fangen.
There is an outline of a male and female observing a bonfire or other large burning wooden object.,"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.","Es gibt eine Darstellung eines männlichen und weiblichen Mannes, der ein Feuer oder andere große brennende Holzobjekte beobachtet."
Two girls dipping their hands in a fountain as people walk by.,Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.,"Zwei Mädchen tauchen ihre Hände in einen Brunnen, während die Menschen vorbeigehen."
"A wet, smiling child without a shirt poses with arms raised.","Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft.","Ein nasses, lächelndes Kind ohne Hemd posiert mit aufgehobenen Armen."
"Two men, one wearing white and the other wearing blue, are wrestling.","Zwei Männer, einer in Weiß und einer in Blau, ringen.","Zwei Männer, einer mit weißem und der andere mit blauem, kämpfen."
A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen.","Eine Frau in einem roten Bikini springt, um einen Ball zu schlagen, während sie Volleyball am Strand spielt."
Orange striped kitten biting blond girl on the nose,Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.,Orange Streifen Kätzchen biting blond Mädchen auf die Nase
"A woman, wearing a yellow apron, is taking the lid off of a large pot.",Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.,Eine Frau trägt eine gelbe Vorhänge und nimmt den Deckel eines großen Topfes ab.
Two children cross a small brook using a stone bridge.,Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.,Zwei Kinder überqueren einen kleinen Bach mit einer Steinbrücke.
Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.,"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet.","Zwei afrikanische Amerikanerinnen reiten auf einem Moped eine Stadtstraße hinunter, die in einem gut überfüllten Bereich eines großen Stadtgebietes zu sein scheint."
Two boys in front of a soda machine.,Zwei Jungen vor einem Getränkeautomaten.,Zwei Jungs vor einer Sodamaschine.
"Bicycle rider wearing black, riding down a dirt trail in a mountain bike.",Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.,"Fahrradfahrer in schwarz, Reiten auf einem Schmutz Trail in einem Mountainbike."
A lady with tattoos is taking a picture of a painting with her smartphone.,Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.,Eine Frau mit Tätowierungen nimmt ein Bild von einem Gemälde mit ihrem Smartphone.
A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.,Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.,Eine Frau in einem meist schwarzen Outfit und weißem Helm fährt ein Fahrrad mit verschwommenen Bäumen im Hintergrund.
A team of cyclists rounds a bend while nearby spectators cheer and take photographs.,Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.,"Ein Team von Radfahrern umrundet eine Kurve, während nahe gelegene Zuschauer jubeln und Fotos machen."
"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.,"Vier in schwarz gefärbte Fußballspieler greifen den Spieler des Gegners an, der in weiß gefärbt ist, während es regnet."
A runner scrambles for yardage while being brought down by two tacklers.,"Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird.","Ein Läufer streichelt nach Hof, während er von zwei Tacklern heruntergebracht wird."
The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.,Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.,Der Basketballspieler in der weißen Uniform mit der Nummer 55 bewacht den Spieler in der schwarzen Uniform mit der Nummer 10.
A man is talking on a cellphone outside.,Ein Mann telefoniert im Freien mit dem Handy.,Ein Mann redet draußen mit einem Handy.
Professional baseball players during the All Star game watch an opponent at bat.,Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.,Professionelle Baseballspieler während des All Star Spiels beobachten einen Gegner beim Schlagen.
Dirt biker makes a sloping turn in a forest during the fall.,Ein Offroad-Biker fährt im Herbst durch eine steile Kurve.,Dirt Biker macht während des Herbstes eine abfallende Kurve in einem Wald.
3 basketball players vying for the ball and one in red jersey trying to take ball from guy in white jersey.,"3 Basketballspieler kämpfen um den Ball, einer in einem roten Trikot versucht, einem in einem weißen Trikot den Ball wegzunehmen.","3 Basketballspieler kämpfen für den Ball und einer in rotem Trikot versucht, den Ball von Kerl in weißem Trikot zu nehmen."
A boy grabs his leg as he jumps in the air.,Ein Junge greift sich ans Bein während er in die Luft springt.,"Ein Junge packt sein Bein, als er in die Luft springt."
Two children wearing striped sweaters and black pants tussle outdoors near a play set.,Zwei Kinder in gestreiften Sweatern und schwarzen Hosen rangeln im Freien neben einem Spielplatz.,Zwei Kinder tragen Streifen Pullover und schwarze Hose Kämpfen im Freien nahe einem Spielset.
