de,en,predicted_de
"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund.","Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.","Zwei Reiternrittsspieler, einer mit kurzerblau"
Das rote Auto fährt vor den beiden Autos im Hintergrund.,The red car is ahead of the two cars in the background.,Der rote Auto hat im Hintergrund zwei Autos vorbei herum
"Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen.","A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.",Ein großer Bullen bei einem Rodeo wird zu sehen
Ein Mann ohne Hemd geht zu einem gelben Kajak.,A shirtless man walks toward a yellow kayak.,Ein Mann mit freiem Oberkörper geht vor einem gelben Kaj
Ein Junge zielt und schießt auf einem Schießstand.,A boy at a gun range aims and shoots.,Ein Junge befindet sich an einer Waffenrang und wirft
Zwei Jugendteams spielen Football im Sand.,Two teams of boys playing football in the sand.,Zwei Fußball-Spielerteilneure spielen im Sand. 
Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.,A child in blue and a child in white stand on a short concrete wall by a stream.,Ein blau und eine weiße Kind stehen an einem kurzen
Eine Frau malt ein Blumenmuster auf einen Tontopf.,A woman draws a floral design on a clay pot.,Eine Frau machen einen Blumenbild an einem Kaibenstuh
Leute gehen auf einer belebten Straße in einem fremden Land.,People are walking down a busy street in a foreign country.,Leute gehen einen belebten Straßen im Fremden entlang. 
Ein rechtshändiger Pitcher der Saints wirft einen Ball.,A right-handed pitcher for the Saints is throwing a pitch.,Ein ritterlicher Pionier für die Saints wirft einen Pitch.
"Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.","Two men, one in black and white and one in red, are playing beach volleyball.","Zwei Männer, einer in Schwarz-Weiß und der andere in"
Ein Mann steht in einem Boot und flickt Netze.,A man is standing in a boat holding some netting.,"Ein Mann steht im Boot und hält eine Netze. 


"
"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.",A surfer who fell off his surfboard in the ocean while trying to ride a wave.,"Ein Surfing-Surfer, der bei einem Wasserwand fäll"
Ein Techniker bereitet im Labor eine Probe vor.,A technician preparing a sample in the lab.,Ein Techniker bereitet eine Sammlung im Labor für die Arbeit.
"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.",Soccer players are jumping in the air to hit the ball with their heads.,"Fußballspieler springen im Himmel, um den Ball zu schl"
Zwei Jungen spielen gegeneinander Fußball.,Two boys play soccer against each other.,"Zwei Jungen spielen Fußball zusammen. 


"
Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,An elderly person is crossing a street with an umbrella in their hands.,Eine ältere Person mit einem Regenschirm in der Hand über
Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,A group of runners are running towards two identical skyscrapers.,Eine Gruppe von Läufern laufen zwischen drei
"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.","A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.",Ein Skater fällt nie einen Walfall bei einer Bet
Leute spielen ein Spiel im Pool.,People playing a game in the pool.,"Menschen spielen ein Spiel im Schwimmbecken. 
"
Ein Typ küsst einen anderen Typ,A guy give a kiss to a guy also,"Ein Typ streckt einen anderen Typ mit den Küsse. 

"
Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,A man signs an autograph in a young boy's book.,Ein Mann schreibt einen Autograf im Buch von einem kleinen
Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,A young man in a blue shirt grinds a rail on a skateboard in an urban area.,Ein junger Mann mit blauem Hemd gräbt einen Gelände
Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,An Asian man sits on the tracks with crates of peanuts.,Ein asiatischer Mann sitzt mit Schirmen von Peanuts auf den Bah
"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.","A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",Ein altes britischer Herr in einem kriegs-uniformen g
Zwei Autos fahren auf einer Rennstrecke.,Two cars are driving on a racetrack.,"Zwei Autos fahren an einem Rennstrecke herum. 

"
Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,A man in a black and white jersey is holding yellow ski poles and preparing to take off.,Ein Mann mit schwarz-weißem Trikot hält gelbe Sk
Zwei Personen liegen auf einem Rasen und küssen sich.,Two people are laying down and kissing on a grassy lawn.,Zwei Leute liegen und küsse sich an einem grasbew
Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,A very young child in a denim baseball cap eats a green apple.,Ein sehr kleines Kind mit einer lila Baseballmütze isst
"Die Footballspieler laufen, um den Ball zu fangen.",The football players are running to get the ball.,"Der Footballspieler laufen, um den Ball zu kreieren. "
Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,"Ein Mann mit schwarzer Jacke und kurzem Hut, der schwarze"
Ein Mann springt von einem Stier weg über eine Absperrung.,A man is leaping over a barrier away from a bull.,"Ein Mann springt über einen Hintergrund, während s"
Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,A woman in a blue shirt and white shorts playing tennis.,Eine Frau mit blauem Hemd und weißen Shorts spielt
Ein Mann spielt ein Intermezzo in einem Konzert.,A man is playing an interment in a concert,Ein Mann spielt eine Musikstunde mit einer Konzertsp
Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,A man is carrying a large load of metal beams on his shoulder through a lumberyard.,Ein Mann trägt einen großen Gewicht von Metallbüten an
Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,Woman with camera is throwing a Frisbee for her brown dog to catch.,Eine Frau mit Kamera wirft ein Frisbee für ihre
"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.",There is an outline of a male and female observing a bonfire or other large burning wooden object.,Eine Ausschrift von einem Mann und einer Frau betrachtet e
Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.,Two girls dipping their hands in a fountain as people walk by.,"Zwei Mädchen, die ihren Händen im Brunnen nimm"
"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft.","A wet, smiling child without a shirt poses with arms raised.",Ein schweren und lächelnder Kind mit freiem Oberkörper posi
"Zwei Männer, einer in Weiß und einer in Blau, ringen.","Two men, one wearing white and the other wearing blue, are wrestling.","Zwei Männer, einem in weiße und der andere in bl"
"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen.",A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,"Eine Frau mit einem roten Bikini springt am Strand, um den Ball"
Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.,Orange striped kitten biting blond girl on the nose,"Ein orangefarbenes kleiner, der einen blonde Mädchen die N"
Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.,"A woman, wearing a yellow apron, is taking the lid off of a large pot.",Eine Frau mit gelben Schürze macht das Ziegel über e
Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.,Two children cross a small brook using a stone bridge.,Zwei Kinder überqueren einen kleinen Bach mit einem Steinbrü
"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet.",Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.,Zwei afroamerikanische Frauen fahren mit einem Mopeds den
Zwei Jungen vor einem Getränkeautomaten.,Two boys in front of a soda machine.,"Zwei Jungen vor einem Salspritzmaschine. 


"
Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike.",Ein schwarzer Fahrradfahrer fährt einen Feldtrail
Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.,A lady with tattoos is taking a picture of a painting with her smartphone.,Eine Frau mit Tattooen macht ein Foto von einem Gemälde
Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.,Eine Frau mit einem gesichtlichen schwarzen Outfit und wei
Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.,A team of cyclists rounds a bend while nearby spectators cheer and take photographs.,"Eine Team von Radfahrern um einen Kurve, während in"
Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",Vier Footballspieler im schwarzen Trikot küsse den wei
"Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird.",A runner scrambles for yardage while being brought down by two tacklers.,Ein Läufer rutscht sich um den Geladen und wird von z
Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.,The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.,Der Basketballspieler im weißen Trikot mit der Nummer 55 guard
Ein Mann telefoniert im Freien mit dem Handy.,A man is talking on a cellphone outside.,"Ein Mann spricht im Freien mit einem Mobiltelefon. 


##"
Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.,Professional baseball players during the All Star game watch an opponent at bat.,Ein Mann aus dem Baseball-Spielerinnenpokal beobachten
Ein Offroad-Biker fährt im Herbst durch eine steile Kurve.,Dirt biker makes a sloping turn in a forest during the fall.,Ein Schutzbär führt im Winter einen schlappenden
"3 Basketballspieler kämpfen um den Ball, einer in einem roten Trikot versucht, einem in einem weißen Trikot den Ball wegzunehmen.",3 basketball players vying for the ball and one in red jersey trying to take ball from guy in white jersey.,Drei Basketballspieler versuchen den Ball und einer mit rotem Trikot
Ein Junge greift sich ans Bein während er in die Luft springt.,A boy grabs his leg as he jumps in the air.,"Ein Junge, der auf seinem Leg einen Springen hängt,"
Zwei Kinder in gestreiften Sweatern und schwarzen Hosen rangeln im Freien neben einem Spielplatz.,Two children wearing striped sweaters and black pants tussle outdoors near a play set.,Zwei Kinder in gestreiften Pullovers und schwarzen Hosen kämpfen
Ein Mann mit Sonnenbrille fährt auf einem Roller.,A man wearing sunglasses is riding a scooter.,"Ein Mann mit Sonnenbrille fährt einen Roller. 


"
Ein kleiner Junge in Baseballmontur holt mit einem Schläger hinter seinem Kopf in Richtung eines vor ihm montierten Baseballs aus.,A small boy wearing baseball regalia holds a bat behind his head with a baseball mounted in front of him.,Ein kleiner Junge mit Baseball-Kleidung hält einen Bart
Sechs Männer sitzen auf einem Acker mit Holzkisten.,Six men sit in a field of crops containing wooden crates.,"Sechs Männer sitzen im Feld mit Küchentöpfen,"
Ein brauner Hund hebt einen Zweig von einer steinernen Oberfläche.,A brown dog picks up a twig from a stone surface.,"Ein brauner Hund, der einen Stange von einer Steinfläche z"
"Das ist ein gelb gekleideter Mann, der ein braunes Pferd an der Leine hält.",This is a man dressed in yellow holding the reign of a brown horse,"Ein gelbes Mann, der den Regen eines braunen Pferdes hä"
Ein Mann in einem weißen Shirt und einer Schürze zerlegt einen Vogel.,A man in a white shirt and apron cuts up a bird.,Ein Mann mit weißem Hemd und Schürze schneidet eine
Eine hispanische Frau kocht im Freien in einem Wok.,A hispanic woman is using a outdoors wok to cook.,Eine hinterdeutsche Frau benutzt einen Woks im Freien zum
Marathonläuferinnen laufen auf einer städtischen Straße während andere Personen um sie herum stehen.,"Marathon runners are racing on a city street, with other people standing around.",Läufer machen eine Marathonlauf an einem Straßenrand und
