de,en,predicted_de,predicted_en
Ein rechtshändiger Pitcher der Saints wirft einen Ball.,A right-handed pitcher for the Saints is throwing a pitch.,,"A right-handed pitcher of the saints throws a ball.
"
"Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.","Two men, one in black and white and one in red, are playing beach volleyball.",,"Two men and one woman play beach volleyball.
"
Ein Mann steht in einem Boot und flickt Netze.,A man is standing in a boat holding some netting.,,"A man is standing on a bridge and waving his arms.
"
"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.",A surfer who fell off his surfboard in the ocean while trying to ride a wave.,,A surfer who attempted to ride a wave in the ocean was caught by his board and dragged under
Ein Techniker bereitet im Labor eine Probe vor.,A technician preparing a sample in the lab.,,"A doctor prepares for a surgery in the operating room.
"
"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.",Soccer players are jumping in the air to hit the ball with their heads.,,"Soccer players run through the air to touch the ball with their head.
"
Zwei Jungen spielen gegeneinander Fußball.,Two boys play soccer against each other.,,"Two boys are playing soccer together.
"
Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,An elderly person is crossing a street with an umbrella in their hands.,,"An older person blocked the street with a signpost in their hand.
"
Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,A group of runners are running towards two identical skyscrapers.,,"A group of clouds is flying in two identical formations.
"
"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.","A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.",,"A skateboarder rides a wooden board high and falls before attempting the trick.
"
Leute spielen ein Spiel im Pool.,People playing a game in the pool.,,"People play a game in the pool.
"
Ein Typ küsst einen anderen Typ,A guy give a kiss to a guy also,,"A keyboard types another key.
"
Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,A man signs an autograph in a young boy's book.,,"A man writes a small boy an autograph in the book.
"
Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,A young man in a blue shirt grinds a rail on a skateboard in an urban area.,,"A young boy is walking through a city street wearing a blue shirt.
"
Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,An Asian man sits on the tracks with crates of peanuts.,,"A cat sits on the street with fish in its mouth.
"
"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.","A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",,A British gentleman is shooting at the men on his boat who are sitting below him and looking out of
Zwei Autos fahren auf einer Rennstrecke.,Two cars are driving on a racetrack.,,"Two cars are driving on a racetrack.
"
Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,A man in a black and white jersey is holding yellow ski poles and preparing to take off.,,A man wearing a black and white striped shirt is ready to start the race with yellow skis on
Zwei Personen liegen auf einem Rasen und küssen sich.,Two people are laying down and kissing on a grassy lawn.,,"Two people are sitting on the grass and eating snacks.
"
Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,A very young child in a denim baseball cap eats a green apple.,,"A very small child with a denim jacket ate an apple.
"
"Die Footballspieler laufen, um den Ball zu fangen.",The football players are running to get the ball.,,"The football players run after the ball.
"
Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,,A man with curly hair is playing on a stage with an electric guitar and two other musicians behind him
Ein Mann springt von einem Stier weg über eine Absperrung.,A man is leaping over a barrier away from a bull.,,"A man jumps off a cliff into the abyss below.
"
Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,A woman in a blue shirt and white shorts playing tennis.,,"A woman is playing tennis wearing a blue shirt and white shorts.
"
Ein Mann spielt ein Intermezzo in einem Konzert.,A man is playing an interment in a concert,,"A man plays a brief intermission at a concert.
"
Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,A man is carrying a large load of metal beams on his shoulder through a lumberyard.,,"A man carries a large load of metal bars through his school gate using a wheelbarrow.
"
Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,Woman with camera is throwing a Frisbee for her brown dog to catch.,,"Woman with camera throws her brown dog a frisbee in the park.
"
"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.",There is an outline of a male and female observing a bonfire or other large burning wooden object.,,"The silhouette of a man and a woman, sitting by a big bonfire or another large burning wood"
Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.,Two girls dipping their hands in a fountain as people walk by.,,Two girls were playing with their hands in a fountain while people watched them from the bank of the river
"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft.","A wet, smiling child without a shirt poses with arms raised.",,"A sad child without a hat is perched on his arm with the wind blowing through it.
"
"Zwei Männer, einer in Weiß und einer in Blau, ringen.","Two men, one wearing white and the other wearing blue, are wrestling.",,"Two men, one white and one blue, are ringing the bell.
"
"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen.",A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,,A woman wearing a red bikini jumps into the ocean at the beach to play volleyball with her friends.
Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.,Orange striped kitten biting blond girl on the nose,,"The cat with orange stripes chases blonde girls down the drainpipe.
"
Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.,"A woman, wearing a yellow apron, is taking the lid off of a large pot.",,"A woman puts her finger on the tip of a big hatchet.
"
Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.,Two children cross a small brook using a stone bridge.,,"Two children climbed a small bridge over a stream of water.
"
"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet.",Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.,,Two African women are riding on a moped along a city street that is adjacent to downtown area with
Zwei Jungen vor einem Getränkeautomaten.,Two boys in front of a soda machine.,,"Two girls before a vending machine.
"
Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike.",,"The cyclist is riding on an unpaved mountain trail under the dark sky.
"
Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.,A lady with tattoos is taking a picture of a painting with her smartphone.,,"A woman with tattoos makes a photo of herself holding a painting.
"
Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.,,A very beautiful black woman with a white hat is riding her bicycle through crowded streets in the morning.
Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.,A team of cyclists rounds a bend while nearby spectators cheer and take photographs.,,A team of cyclists rides along the curve while taking photos on their left side and enjoying a picnic afterward
Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",,Four football players were playing in the rain and a player of the opposing team scored a goal against them
"Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird.",A runner scrambles for yardage while being brought down by two tacklers.,,"A runner is trying to make it through the extra yards while being tackled by two defenders.
"
Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.,The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.,,The basketball player in the white shorts with number 5 scores against the player in black shorts with number 10
Ein Mann telefoniert im Freien mit dem Handy.,A man is talking on a cellphone outside.,,"A man called in the police with a mobile phone.
"
Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.,Professional baseball players during the All Star game watch an opponent at bat.,,"Professional baseball player participated in the All Star Game against a rival team.
"
