,input_de,output_en,gt_en
950,Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.,A man is writing a signature into a book for a young,A man signs an autograph in a young boy's book.
951,Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.,A young man wearing a blue shirt is driving over,A young man in a blue shirt grinds a rail on a skateboard in an urban area.
952,Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.,This is an Asian man sitting on a bench with b,An Asian man sits on the tracks with crates of peanuts.
953,"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken.",A British gentleman in full military uniform is pointing his hat towards,"A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway."
954,Zwei Autos fahren auf einer Rennstrecke.,Two cars are racing on a track.,Two cars are driving on a racetrack.
955,Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.,A man wearing a black and white jersey is,A man in a black and white jersey is holding yellow ski poles and preparing to take off.
956,Zwei Personen liegen auf einem Rasen und küssen sich.,Two people are kissing on a lawn.,Two people are laying down and kissing on a grassy lawn.
957,Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.,A very small child wearing a green hat eats a,A very young child in a denim baseball cap eats a green apple.
958,"Die Footballspieler laufen, um den Ball zu fangen.",The football players are running to catch the ball.im,The football players are running to get the ball.
959,Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.,This is a photo of a man with a black hat and,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.
960,Ein Mann springt von einem Stier weg über eine Absperrung.,A man jumps off a stallion over a f,A man is leaping over a barrier away from a bull.
961,Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.,A woman in a blue shirt and white shorts is,A woman in a blue shirt and white shorts playing tennis.
962,Ein Mann spielt ein Intermezzo in einem Konzert.,A man is playing a piece of music during a concert.,A man is playing an interment in a concert
963,Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.,A man is carrying a large amount of metal stakes on,A man is carrying a large load of metal beams on his shoulder through a lumberyard.
964,Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.,A woman with a camera throws her brown dog a fris,Woman with camera is throwing a Frisbee for her brown dog to catch.
965,"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten.",A man and a woman standing near the fire or other large,There is an outline of a male and female observing a bonfire or other large burning wooden object.
966,Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.,Two girls are swimming their hands into a fountain,Two girls dipping their hands in a fountain as people walk by.
967,"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft.",A baby with a dirty face and arms raised into the air,"A wet, smiling child without a shirt poses with arms raised."
968,"Zwei Männer, einer in Weiß und einer in Blau, ringen.",Two men fighting in white and blue shirts.,"Two men, one wearing white and the other wearing blue, are wrestling."
969,"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen.",A woman wearing a red bikini jumps up,A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.
970,Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.,A pink kitty with orange stripes bite,Orange striped kitten biting blond girl on the nose
971,Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.,A woman wearing a yellow apron is holding the lid,"A woman, wearing a yellow apron, is taking the lid off of a large pot."
972,Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.,Two children cross a small stream over a stone bridge.,Two children cross a small brook using a stone bridge.
973,"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet.",Two African American women are riding a bicycle on,Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.
974,Zwei Jungen vor einem Getränkeautomaten.,Two boys standing in front of a drink dispenser machine.,Two boys in front of a soda machine.
975,Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.,A cyclist wearing black is riding down a w,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike."
976,Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.,A woman with tattoos is taking a picture of an,A lady with tattoos is taking a picture of a painting with her smartphone.
977,Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.,A mostly black woman riding a bike with a white,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.
978,Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.,A team of bikers is riding around a curve,A team of cyclists rounds a bend while nearby spectators cheer and take photographs.
979,Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.,Four football players are tackling a player from the opponent,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining."
980,"Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird.",A runner is trying to make extra yards while being tackled,A runner scrambles for yardage while being brought down by two tacklers.
981,Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.,The basketball player in the white jersey is playing defense,The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.
982,Ein Mann telefoniert im Freien mit dem Handy.,A man is talking on his cellphone outdoors in,A man is talking on a cellphone outside.
983,Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.,Professional baseball players watching a pitcher from another team in the,Professional baseball players during the All Star game watch an opponent at bat.
984,Ein Offroad-Biker fährt im Herbst durch eine steile Kurve.,A biking off road driver is driving in the winter,Dirt biker makes a sloping turn in a forest during the fall.
985,"3 Basketballspieler kämpfen um den Ball, einer in einem roten Trikot versucht, einem in einem weißen Trikot den Ball wegzunehmen.","Three basketball players are fighting for the ball, one is we",3 basketball players vying for the ball and one in red jersey trying to take ball from guy in white jersey.
986,Ein Junge greift sich ans Bein während er in die Luft springt.,A boy grabs his ankle while jumping into,A boy grabs his leg as he jumps in the air.
987,Zwei Kinder in gestreiften Sweatern und schwarzen Hosen rangeln im Freien neben einem Spielplatz.,Two children wearing striped shirts and black short,Two children wearing striped sweaters and black pants tussle outdoors near a play set.
988,Ein Mann mit Sonnenbrille fährt auf einem Roller.,A man wearing sunglasses is driving a roll,A man wearing sunglasses is riding a scooter.
989,Ein kleiner Junge in Baseballmontur holt mit einem Schläger hinter seinem Kopf in Richtung eines vor ihm montierten Baseballs aus.,A little boy wearing baseball gear is picking up,A small boy wearing baseball regalia holds a bat behind his head with a baseball mounted in front of him.
990,Sechs Männer sitzen auf einem Acker mit Holzkisten.,Six men are sitting on an acre of land with boxes,Six men sit in a field of crops containing wooden crates.
991,Ein brauner Hund hebt einen Zweig von einer steinernen Oberfläche.,A brown dog is lifting a branch from an old stone,A brown dog picks up a twig from a stone surface.
992,"Das ist ein gelb gekleideter Mann, der ein braunes Pferd an der Leine hält.",This is a yellowclad man holding a brown horse,This is a man dressed in yellow holding the reign of a brown horse
993,Ein Mann in einem weißen Shirt und einer Schürze zerlegt einen Vogel.,A man in a white shirt and vest is cutting off,A man in a white shirt and apron cuts up a bird.
994,Eine hispanische Frau kocht im Freien in einem Wok.,A Hispanic woman is cooking outside on a gr,A hispanic woman is using a outdoors wok to cook.
995,Marathonläuferinnen laufen auf einer städtischen Straße während andere Personen um sie herum stehen.,Athletes running on a city street while others stand around them,"Marathon runners are racing on a city street, with other people standing around."
996,Asiatische Frau trägt einen Sonnenhut beim Fahrradfahren.,An Asian woman is riding a bicycle with an,Asian woman wearing a sunhat while riding a bike.
997,Ein paar Kinder sind im Freien und spielen auf dem Boden bei zwei Bäumen.,Two little boys playing in the grass outside a house with two,Some children are outside playing in the dirt where two trees are.
