en,de,generated_de
A gymnast is being judged at en event.,Eine Turnerin wird bei einer Veranstaltung beurteilt.,"<|user|>
A gymnast is being judged at en event. 
<|assistant|>:
Ein Turner wird bei einer Wettbewerbsprüfung aufgenommen und ist als Sie"
People walking down the street with a street vendor.,Menschen gehen auf einer Straße mit einem Straßenhändler.,"<|user|>
People walking down the street with a street vendor. 
<|assistant|>:
Menschen gehen mit einem Straßenverkäufer die Straße entlang. Einer der"
"Man clothed in a traditional dress like attire, while standing next to his mule who also seems to be clothed as well.","Ein Mann in traditionellem Gewand steht neben seinem Esel, der anscheinend auch bekleidet ist.","<|user|>
Man clothed in a traditional dress like attire, while standing next to his mule who also seems to be clothed as well. 
<|assistant|>:Ein Mann mit traditioneller Kleidung steht neben seinem Pferd und scheint auch als"
Two children are playing on a bicycle.,Zwei Kinder spielen auf einem Fahrrad.,"<|user|>
Two children are playing on a bicycle. 
<|assistant|>:
Zwei Kinder spielen auf einem Fahrrad. Einer von ihnen spielt mit anderen Kind"
Two men on opposing teams are playing soccer in a field.,Zwei Männer aus gegnerischen Mannschaften spielen Fußball auf einem Fußballplatz.,"<|user|>
Two men on opposing teams are playing soccer in a field. 
<|assistant|>:
Zwei Männer, die auf unterschiedlichen Teams spielen und Fußball spielt. Auf einem Feld"
A man jumps and poses for photographers lying on the ground.,"Ein Mann springt in die Luft und posiert für Fotografen, die auf dem Boden liegen.","<|user|>
A man jumps and poses for photographers lying on the ground. 
<|assistant|>:
Ein Mann springt und poseiert für Fotos, die auf dem Boden liegen"
The girl is taking a drink from a water fountain.,Das Mädchen trinkt aus einem Springbrunnen.,"<|user|>
The girl is taking a drink from a water fountain. 
<|assistant|>:
Das Mädchen trinkt vom Wasserbrunnen ab. 10 "
The spelunker finds water during his trek.,Der Hobbyhöhlenforscher findet auf seiner Wanderung Wasser.,"<|user|>
The spelunker finds water during his trek. 
<|assistant|>:
Der Spelnder fährt während seiner Wanderung Wasser entlang. Die Wassers"
A man in a lab coat is looking through a microscope.,Ein Mann in einem Laborkittel blickt durch ein Mikroskop.,"<|user|>
A man in a lab coat is looking through a microscope. 
<|assistant|>:
Ein Mann mit einem Laborkittel schaut durch ein Mikroskop an.  "
A blond girl sleeps on a brown couch.,Ein blondes Mädchen schläft auf einer braunen Couch.,"<|user|>
A blond girl sleeps on a brown couch. 
<|assistant|>:
Ein blaues Mädchen schläft auf einem braunen Sofa an der"
A man sweeps a sidewalk outside of a brick building during the day.,Ein Mann kehrt tagsüber den Gehsteig vor einem Ziegelbau.,"<|user|>
A man sweeps a sidewalk outside of a brick building during the day. 
<|assistant|>:
Ein Mann schlammt den Gehweg vor einem Ziegelgebäude im Fre"
Three men are cooking in a kitchen.,Drei Männer kochen in einer Küche.,"<|user|>
Three men are cooking in a kitchen. 
<|assistant|>:
Drei Männer kochen im Küchentraum etwas zu essen. 
3 Personen"
A man on a scaffold in front of a house is smiling and posing for the photographer.,Ein Mann auf einem Gerüst vor einem Haus lächelt und posiert für den Fotografen.,"<|user|>
A man on a scaffold in front of a house is smiling and posing for the photographer. 
<|assistant|>:
Ein Mann auf einer Schaufel vor einem Haus lächelt und poseiert für den"
Two girls in shorts are holding hands at a pool.,Zwei Mädchen in Shorts halten Händchen an einem Pool.,"<|user|>
Two girls in shorts are holding hands at a pool. 
<|assistant|>:
Zwei Mädchen mit kurzen Hosen halten sich an einem Pool fest mite"
Four Asian kids sit on a bench and wave and smile to the camera.,Vier asiatische Kinder sitzen auf einer Bank und winken lächelnd in die Kamera.,"<|user|>
Four Asian kids sit on a bench and wave and smile to the camera. 
<|assistant|>:
Vier Asiaten, die auf einer Bank gehen und winken in der Kam"
Children ride bikes in what appears to be an impoverished nation.,Kinder auf Fahrrädern in einem scheinbar verarmten Land.,"<|user|>
Children ride bikes in what appears to be an impoverished nation. 
<|assistant|>:
Kinder fahren Fahrräder auf einem unbefestigten Land, das schein"
"A young boy, wearing a chef's hat and apron, is cutting sausages in a kitchen.",Ein kleiner Junge mit Kochmütze und Schürze schneidet in einer Küche Würstchen.,"<|user|>
A young boy, wearing a chef's hat and apron, is cutting sausages in a kitchen. 
<|assistant|>:
Ein kleiner Junge mit einem Kochkorb und einer Schürze schneid"
This is a clown at an elementary school.,Das ist ein Clown in einer Grundschule.,"<|user|>
This is a clown at an elementary school. 
<|assistant|>:
Dieser ist ein Clowns im Kindertagesstädtchen. 1"
The smiling ship captain is holding the wheel of his wooden ship.,Der Schiffskapitän lächelt und hält das Steuerrad seines hölzernen Schiffs.,"<|user|>
The smiling ship captain is holding the wheel of his wooden ship. 
<|assistant|>:
Der lächelnde Kapitän hält den Schaft seines Holzschiffs fest."
A yellow bulldozer working to move dirt.,Ein gelber Bulldozer schafft Erdreich aus dem Weg.,"<|user|>
A yellow bulldozer working to move dirt. 
<|assistant|>:
Ein gelbes Buldozer arbeitet, um die Erde zu befördern."
A woman in a red shirt is riding an all white horse that is galloping along the trees.,"Eine Frau in einem roten Hemd reitet auf einem weißen Pferd, das an den Bäumen entlang galoppiert.","<|user|>
A woman in a red shirt is riding an all white horse that is galloping along the trees. 
<|assistant|>:
Eine Frau mit rotem Oberteil reitet auf einem schwarzen Pferd,"
A woman sitting on a very large rock smiling at the camera with trees in the background.,Eine Frau sitzt vor Bäumen im Hintergrund auf einem sehr großen Stein und lächelt in die Kamera.,"<|user|>
A woman sitting on a very large rock smiling at the camera with trees in the background. 
<|assistant|>:Eine Frau sitzt auf einem sehr großen Felsen und lächelt mit Bäumen im"
Three men wearing brightly colored costumes take to the streets with wigs and crazy sunglasses.,"Drei Männer in bunten Kostümen, Perücken und verrückten Sonnenbrillen gehen auf die Straße.","<|user|>
Three men wearing brightly colored costumes take to the streets with wigs and crazy sunglasses. 
<|assistant|>:
Drei Männer in bunten Kostümen mit Wärmeleisten und kuck"
A girl plays in a small pool.,Ein Mädchen spielt in einem kleinen Pool.,"<|user|>
A girl plays in a small pool. 
<|assistant|>:
Ein Mädchen spielt im kleinen Pool. 10 Jahre alt ist das Spiel"
"Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging.","Zwei Kinder, ein Junge in einem gelben Shirt und ein Mädchen in blau-weiß gestreiften Klamotten, schaukeln.","<|user|>
Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging. 
<|assistant|>:
Zwei Kinder mit einem gelben Oberteil und ein Mädchen im blau-we"
A man throws a fishing net into the bay.,Ein Mann wirft ein Fischernetz in die Bucht.,"<|user|>
A man throws a fishing net into the bay. 
<|assistant|>:
Ein Mann wirft einen Angelsack in den See. 10 km vom"
"A man wearing a gray shirt, blue jeans and a neon green safety vest is standing on a railroad track with a white truck and a white building in the background.","Ein Mann mit einem grauen Shirt, blauen Jeans und neongrüner Sicherheitsweste steht mit einem weißen Lieferwagen und einem weißen Gebäude im Hintergrund auf einer Bahnstrecke.","<|user|>
A man wearing a gray shirt, blue jeans and a neon green safety vest is standing on a railroad track with a white truck and a white building in the background. 
<|assistant|>:
Ein Mann mit einem grauen Oberteil und blauem Jean steht auf einer Bahn"
Two construction workers are laying sheet metal across beams.,Zwei Bauarbeiter legen Blech über Balken.,"<|user|>
Two construction workers are laying sheet metal across beams. 
<|assistant|>:
Zwei Bauarbeiter liefern Stahlrahmen über Betonbeine.  
"
There is a band on stage with band members wearing hints of blue.,Eine Band mit dezent in blau gekleideten Bandmitgliedern steht auf der Bühne.,"<|user|>
There is a band on stage with band members wearing hints of blue. 
<|assistant|>:
Eine Band auf der Bühne mit Musikern, die ein hinten blau gek"
A rocker with his shirt off sings into a microphone while he plays the drums.,Ein Rocker mit freiem Oberkörper singt in ein Mikrofon während er Schlagzeug spielt.,"<|user|>
A rocker with his shirt off sings into a microphone while he plays the drums. 
<|assistant|>:
Eine Rockstar mit freiem Oberkörper singt in ein Mikrofon,"
"I see a man putting his items from the shopping cart, ready to be checked out.","Ich sehe einen Mann, der die Artikel aus seinem Einkaufswagen nimmt um zu bezahlen.","<|user|>
I see a man putting his items from the shopping cart, ready to be checked out. 
<|assistant|>:
Ein Mann sieht sich nach vor und bereitet die Waren aus dem Einkauf"
The man with the cane is on a walk.,Der Mann mit dem Spazierstock macht einen Spaziergang.,"<|user|>
The man with the cane is on a walk. 
<|assistant|>:
Der Mann mit dem Schwert geht auf einem Gehweg aus. 
	\</"
A woman wearing a white shirt works out on an elliptical machine.,Eine Frau in einem weißen Pullover trainiert auf einem Crosstrainer.,"<|user|>
A woman wearing a white shirt works out on an elliptical machine. 
<|assistant|>:
Eine Frau in einem weißen Oberteil arbeitet auf einer Ellipsoidmasch"
A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.,Ein Mädchen mit einer Maske reitet auf den Schultern eines Mannes durch eine Menschenmenge.,"<|user|>
A girl wearing a mask rides on a man's shoulders through a crowded sidewalk. 
<|assistant|>:
Ein Mädchen mit einem Gesichtshut fährt auf dem Rücken eines"
"Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons.","Zwei Mädchen, eines älter und in Schwarz, das andere jünger und in Weiß, machen dieselbe Tanzbewegung vor einer Dekoration aus Ballons.","<|user|>
Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons. 
<|assistant|>:
Zwei Mädchen mit älteren und jüngerem Geschmücktem führten"
Several women are performing a dance in front of a building.,Mehrere Frauen führen vor einem Gebäude einen Tanz auf.,"<|user|>
Several women are performing a dance in front of a building. 
<|assistant|>:
Mehrere Frauen treten vor einem Gebäude einen Tanz auf und zeigen dabei ihre F"
A bald man walking down a city sidewalk while talking on his cellphone.,Ein glatzköpfiger Mann geht auf einem Gehsteig und telefoniert mit seinem Handy.,"<|user|>
A bald man walking down a city sidewalk while talking on his cellphone. 
<|assistant|>:
Ein kahlköpfiger Mann geht mit seinem Handy einen Stadtsteig ent"
A woman plays with finger puppets as a small child in a costume walks by.,Eine Frau spielt mit Fingerpuppen während ein kleines Kind in einem Kostüm vorbeigeht.,"<|user|>
A woman plays with finger puppets as a small child in a costume walks by. 
<|assistant|>:
Eine Frau spielt mit Fingerpuppen, während ein kleines Kind im Kostü"
A group of people watch young men play the drums using makeshift buckets as instruments.,"Eine Gruppe von Leuten beobachtet junge Männer, die auf Eimern Schlagzeug spielen.","<|user|>
A group of people watch young men play the drums using makeshift buckets as instruments. 
<|assistant|>:
Eine Gruppe von Personen sieht jungen Männern, die mit Hilfskrä"
A girl with normal and improvised safety gear rollerblades.,Ein Mädchen mit gewöhnlicher und improvisierter Schutzausrüstung fährt Rollerblades.,"<|user|>
A girl with normal and improvised safety gear rollerblades. 
<|assistant|>:
Ein Mädchen mit normalem und ungewöhnlichem Schutzgürtel"
A small white car is on the train tracks and may or may not have been hit by the train behind it.,Ein kleines weißes Auto steht auf den Bahngleisen und wurde eventuell vom Zug im Hintergrund gerammt.,"<|user|>
A small white car is on the train tracks and may or may not have been hit by the train behind it. 
<|assistant|>:
Ein kleines weißes Auto steht auf dem Bahnsteig und kann sich in der"
Two rockers are singing and playing on a dark stage.,Zwei Rocker singen und spielen auf einer dunklen Bühne.,"<|user|>
Two rockers are singing and playing on a dark stage. 
<|assistant|>:
Zwei Rockmusiker singen und spielten auf einer dunklen Bühne."
"A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream.","Ein Mädchen mit einer Baseballmütze, weißem T-Shirt und blauen Shorts steht in einem von Wald umgebenen Gebirgsbach.","<|user|>
A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream. 
<|assistant|>:Ein Mädchen mit Baseballkappe und einem blauen Shortt hat einen Boden unter"
Two men playing guitar in front of a large audience.,Zwei Männer spielen Gitarre vor einem großen Publikum.,"<|user|>
Two men playing guitar in front of a large audience. 
<|assistant|>:
Zwei Männer spielen Gitarre vor einer großen Menge auf einem Publikum."
